seqnames	start	end	width	strand	V4	V5	V6	V7	V8	V9	V10	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	GENENAME
chr1	162091971	162092210	240	*	.	1000	.	73.61085	-1	3.73981	120	Intron (uc010pkr.1/9722, intron 1 of 7)	1	162126897	162126972	76	1	100616386	uc021pdp.1	-34687	MIR4654
chr6	41555719	41555804	86	*	.	1000	.	73.55932	-1	3.73981	32	Intron (uc003oql.3/116113, intron 8 of 16)	6	41566461	41566526	66	1	100616178	uc021yzk.2	-10657	MIR4641
chr20	32751874	32752113	240	*	.	1000	.	73.55481	-1	3.73981	120	Distal Intergenic	20	32676115	32700085	23971	2	8894	uc002xaf.3	-51789	EIF2S2
chr2	2788094	2788333	240	*	.	1000	.	73.55401	-1	3.73981	120	Distal Intergenic	2	1792885	2335045	542161	2	23040	uc002qxe.3	-453049	MYT1L
chr2	190699065	190699163	99	*	.	1000	.	73.52287	-1	3.73981	53	Intron (uc010zga.1/5378, intron 5 of 9)	2	190708690	190742355	33666	1	5378	uc002urm.3	-9527	PMS1
chr2	190699065	190699163	99	*	.	1000	.	73.52287	-1	3.73981	53	Intron (uc010zga.1/5378, intron 5 of 9)	2	190708690	190742355	33666	1	5378	uc002urm.3	-9527	LRG_221
chr11	81421363	81421467	105	*	.	1000	.	73.45969	-1	3.73981	59	Distal Intergenic	11	81601783	81601878	96	2	100422823	uc021qod.1	180411	MIR4300
chr10	114337893	114337985	93	*	.	1000	.	73.454	-1	3.73981	56	Intron (uc001kzy.3/143187, intron 5 of 7)	10	114393929	114394013	85	1	100422909	uc021pyf.1	-55944	MIR4295
chr4	159383728	159383967	240	*	.	1000	.	73.35657	-1	3.73981	120	Distal Intergenic	4	159442866	159567833	124968	1	59350	uc010iqj.2	-58899	RXFP1
chr4	44863947	44864009	63	*	.	1000	.	73.13848	-1	3.73981	60	Distal Intergenic	4	44705263	44728651	23389	2	132789	uc003gwz.2	-135296	GNPDA2
chr1	23555973	23556212	240	*	.	1000	.	73.11106	-1	3.73981	120	Distal Intergenic	1	23518388	23521222	2835	2	3352	uc001bgn.3	-34751	HTR1D
chr7	31710441	31710510	70	*	.	1000	.	73.02562	-1	3.73981	10	Distal Intergenic	7	31726631	31748069	21439	1	10842	uc003tcl.3	-16121	PPP1R17
chr19	21505494	21505577	84	*	.	1000	.	73.02289	-1	3.73981	46	Intron (uc002npq.1/7562, intron 1 of 3)	19	21473963	21512212	38250	2	7562	uc002npq.1	6635	ZNF708
chr10	106708597	106708836	240	*	.	1000	.	72.97516	-1	3.73981	120	Intron (uc001kyi.1/22986, intron 3 of 26)	10	106937525	107012664	75140	1	22986	uc010qqz.1	-228689	SORCS3
chr11	36109938	36110177	240	*	.	1000	.	72.9112	-1	3.73981	120	Intron (uc001mwk.1/143458, intron 3 of 5)	11	36119877	36252841	132965	1	143458	uc010rfa.1	-9700	LDLRAD3
chr13	59409722	59409961	240	*	.	1000	.	72.83929	-1	3.73981	120	Distal Intergenic	13	60239721	60325074	85354	2	81624	uc001vhs.4	915113	DIAPH3
chr18	37585441	37585521	81	*	.	1000	.	72.83798	-1	3.73981	56	Distal Intergenic	18	36786888	37380282	593395	2	647946	uc002lal.1	-205159	LINC00669
chr6	148600155	148600229	75	*	.	1000	.	72.83527	-1	3.73981	16	Distal Intergenic	6	148663729	148873184	209456	1	23328	uc003qme.1	-63500	SASH1
chr2	128638961	128639039	79	*	.	1000	.	72.78631	-1	3.73981	60	Intron (uc002tpl.3/83607, intron 2 of 7)	2	128619207	128642434	23228	2	83607	uc002tpl.3	3395	AMMECR1L
chr18	6752624	6752863	240	*	.	1000	.	72.66743	-1	3.73981	120	Distal Intergenic	18	6788493	6898721	110229	1	79822	uc002knc.3	-35630	ARHGAP28
chr20	56736479	56736566	88	*	.	1000	.	72.56412	-1	3.73981	22	Distal Intergenic	20	56725983	56736183	10201	1	128602	uc002xyv.3	10496	C20orf85
chr10	13395751	13395810	60	*	.	1000	.	72.5128	-1	3.73981	3	Distal Intergenic	10	13370879	13390298	19420	2	22929	uc009xje.3	-5453	SEPHS1
chr20	21100966	21101205	240	*	.	1000	.	72.48223	-1	3.73981	120	Distal Intergenic	20	21106624	21227258	120635	1	55857	uc002wsb.3	-5419	NA
chr21	19554401	19554468	68	*	.	1000	.	72.47517	-1	3.73981	58	Intron (uc002ykr.3/140578, intron 2 of 6)	21	19617150	19639687	22538	1	140578	uc002ykv.3	-62682	CHODL
chr3	66572894	66573133	240	*	.	1000	.	72.46864	-1	3.73981	120	Distal Intergenic	3	66429221	66550845	121625	2	26018	uc010hoa.3	-22049	LRIG1
chr2	79782595	79782834	240	*	.	1000	.	72.34848	-1	3.73981	120	Intron (uc010yse.2/1496, intron 5 of 21)	2	79740060	80875988	1135929	1	1496	uc010ysg.2	42535	CTNNA2
chr6	158853525	158853764	240	*	.	1000	.	72.33581	-1	3.73981	120	Intron (uc011efo.2/56995, intron 3 of 7)	6	158957468	159049522	92055	1	57583	uc010kjr.1	-103704	TMEM181
chr8	60328707	60328946	240	*	.	1000	.	72.28816	-1	3.73981	120	Distal Intergenic	8	59717977	60031767	313791	2	9760	uc003xtw.1	-296940	TOX
chr2	169789723	169789962	240	*	.	1000	.	72.20752	-1	3.73981	120	Intron (uc010zda.1/8647, intron 10 of 14)	2	169757750	169766510	8761	1	57818	uc010fpv.3	31973	G6PC2
chr15	28876389	28876628	240	*	.	1000	.	72.00756	-1	3.73981	120	Distal Intergenic	15	28896567	28902471	5905	1	440248	uc010uan.1	-19939	HERC2P9
chr15	28876389	28876628	240	*	.	1000	.	72.00756	-1	3.73981	120	Distal Intergenic	15	28896567	28902471	5905	1	440248	uc010uan.1	-19939	RP11-578F21.1
chr7	145224862	145225101	240	*	.	1000	.	71.99945	-1	3.73981	120	Distal Intergenic	7	145813453	148118088	2304636	1	26047	uc003weu.2	-588352	CNTNAP2
chr10	113135210	113135449	240	*	.	1000	.	71.9918	-1	3.73981	120	Distal Intergenic	10	112836790	112840662	3873	1	150	uc001kzo.3	298420	ADRA2A
chr18	59690313	59690552	240	*	.	1000	.	71.94665	-1	3.73981	120	Distal Intergenic	18	59482304	59560304	78001	2	220441	uc002lih.1	-130009	RNF152
chr7	28291615	28291854	240	*	.	1000	.	71.87132	-1	3.73981	120	Distal Intergenic	7	28338940	28865511	526572	1	9586	uc003szo.3	-47086	CREB5
chr9	26637188	26637427	240	*	.	1000	.	71.75733	-1	3.73981	120	Distal Intergenic	9	26840683	26892826	52144	2	79886	uc003zqb.3	255399	CAAP1
chr12	4025529	4025768	240	*	.	1000	.	71.73919	-1	3.73981	120	Distal Intergenic	12	3918027	3982608	64582	2	57097	uc009zef.2	-42921	PARP11
chr5	141674805	141675044	240	*	.	1000	.	71.49565	-1	3.73981	120	Distal Intergenic	5	141689992	141704620	14629	2	81848	uc003lml.2	29576	SPRY4
chr11	66987418	66987657	240	*	.	1000	.	71.47548	-1	3.73981	120	Intron (uc001ojw.3/22992, intron 10 of 20)	11	66974981	67025550	50570	1	22992	uc001ojy.3	12437	KDM2A
chr8	55372884	55373123	240	*	.	1000	.	71.32579	-1	3.73981	120	3' UTR	8	55370495	55373456	2962	1	64321	uc003xsb.4	2389	SOX17
chr8	31238985	31239224	240	*	.	1000	.	71.27422	-1	3.73981	120	Distal Intergenic	8	31496911	32622558	1125648	1	3084	uc022ats.1	-257687	NRG1
chr4	73451460	73451699	240	*	.	1000	.	71.18738	-1	3.73981	120	Distal Intergenic	4	73146686	73434516	287831	2	9508	uc003hgk.2	-16944	ADAMTS3
chr9	101513440	101513679	240	*	.	1000	.	71.14835	-1	3.73981	120	Intron (uc004ayv.2/203286, intron 5 of 8)	9	101493611	101539736	46126	2	203286	uc004ayv.2	26057	ANKS6
chr19	42032502	42032741	240	*	.	1000	.	71.08448	-1	3.73981	120	Distal Intergenic	19	42055886	42092224	36339	1	90273	uc002orc.1	-23145	CEACAM21
chr19	42032502	42032741	240	*	.	1000	.	71.08448	-1	3.73981	120	Distal Intergenic	19	42055886	42092224	36339	1	90273	uc002orc.1	-23145	AC243960.1
chr6	139483149	139483388	240	*	.	1000	.	71.06215	-1	3.73981	120	Intron (uc003qin.3/51696, intron 1 of 3)	6	139456249	139501946	45698	1	51696	uc003qin.3	26900	HECA
chr7	148000118	148000192	75	*	.	1000	.	71.01569	-1	3.73981	31	Intron (uc003weu.2/26047, intron 21 of 23)	7	148036553	148118088	81536	1	26047	uc003wev.2	-36361	CNTNAP2
chr14	46818278	46818359	82	*	.	1000	.	70.84517	-1	3.73981	47	Intron (uc031qoi.1/100506412, intron 3 of 5)	14	46940562	46971104	30543	1	100506412	uc031qok.1	-122203	LINC00871
chr13	79782915	79782979	65	*	.	1000	.	70.82758	-1	3.73981	60	Distal Intergenic	13	79894102	79928894	34793	2	64062	uc010tia.2	145915	RBM26
chr18	34659733	34659972	240	*	.	1000	.	70.76915	-1	3.73981	120	Intron (uc002kzz.3/57536, intron 7 of 9)	18	34646829	34655613	8785	1	57536	uc002lad.3	12904	KIAA1328
chr11	15711476	15711563	88	*	.	1000	.	70.68916	-1	3.73981	58	Distal Intergenic	11	15170648	15268756	98109	1	387755	uc010rcs.3	540828	INSC
chr1	9253107	9253346	240	*	.	1000	.	70.6229	-1	3.73981	120	Distal Intergenic	1	9211727	9211836	110	2	407040	uc021ofw.1	-41271	MIR34A
chr18	46335620	46335701	82	*	.	1000	.	70.59239	-1	3.73981	63	Intron (uc002ldc.3/9811, intron 9 of 11)	18	46286575	46389586	103012	1	9811	uc002lde.4	49045	CTIF
chr7	107932958	107933197	240	*	.	1000	.	70.50169	-1	3.73981	120	Intron (uc003vfc.3/4897, intron 3 of 27)	7	107788071	107880614	92544	2	4897	uc022aka.1	-52344	NRCAM
chr2	37656974	37657213	240	*	.	1000	.	70.46086	-1	3.73981	120	Distal Intergenic	2	37571753	37600465	28713	1	25797	uc002rqg.3	85221	QPCT
chr8	131392641	131392724	84	*	.	1000	.	70.44834	-1	3.73981	36	Intron (uc003yta.2/50807, intron 2 of 29)	8	131064351	131455906	391556	2	50807	uc003yta.2	63182	ASAP1
chr6	143973230	143973303	74	*	.	1000	.	70.41831	-1	3.73981	21	Intron (uc003qjq.4/9749, intron 1 of 12)	6	143999102	144152322	153221	1	9749	uc003qjr.4	-25799	PHACTR2
chr10	22810780	22810857	78	*	.	1000	.	70.40293	-1	3.73981	62	Distal Intergenic	10	22823766	22880710	56945	2	5305	uc010qcu.2	69853	PIP4K2A
chr6	110511499	110511738	240	*	.	1000	.	70.36916	-1	3.73981	120	Intron (uc003pua.3/51362, intron 1 of 14)	6	110501587	110553422	51836	1	51362	uc003pua.3	9912	CDC40
chr16	86801015	86801254	240	*	.	1000	.	70.3545	-1	3.73981	120	Distal Intergenic	16	86612115	86615304	3190	1	2300	uc002fjr.3	188900	FOXL1
chr6	139888949	139889017	69	*	.	1000	.	70.32177	-1	3.73981	14	Distal Intergenic	6	139790132	139795733	5602	2	645434	uc003qiq.1	-93216	RP11-12A2.3
chr16	26177538	26177777	240	*	.	1000	.	70.28211	-1	3.73981	120	Distal Intergenic	16	25703347	26149009	445663	1	9951	uc002dof.3	474191	HS3ST4
chr13	59448316	59448555	240	*	.	1000	.	70.26116	-1	3.73981	120	Distal Intergenic	13	60239721	60325074	85354	2	81624	uc001vhs.4	876519	DIAPH3
chr1	95518402	95518641	240	*	.	1000	.	70.18215	-1	3.73981	120	Intron (uc001dra.2/199857, intron 2 of 3)	1	95448279	95538507	90229	2	199857	uc001dra.2	19866	ALG14
chr13	29301161	29301400	240	*	.	1000	.	70.09277	-1	3.73981	120	Distal Intergenic	13	29274218	29293150	18933	2	283537	uc001usj.3	-8011	SLC46A3
chr18	4854721	4854960	240	*	.	1000	.	70.06923	-1	3.73981	120	Distal Intergenic	18	5143672	5197255	53584	2	642597	uc010wzc.1	342295	C18orf42
chr7	27030434	27030673	240	*	.	1000	.	69.98448	-1	3.73981	120	Intron (uc011jzj.2/8935, intron 1 of 13)	7	26706688	27034858	328171	2	8935	uc011jzj.2	4185	SKAP2
chr3	146781227	146781466	240	*	.	1000	.	69.94701	-1	3.73981	120	Distal Intergenic	3	147103835	147110217	6383	2	84107	uc021xfc.1	328751	ZIC4
chr4	88284598	88284837	240	*	.	1000	.	69.94384	-1	3.73981	120	Intron (uc003hqp.2/51170, intron 4 of 6)	4	88257691	88312455	54765	2	51170	uc003hqp.2	27618	HSD17B11
chr2	197359993	197360062	70	*	.	1000	.	69.88951	-1	3.73981	35	Intron (uc002utm.1/57520, intron 1 of 28)	2	197063977	197457335	393359	2	57520	uc002utm.1	97273	HECW2
chr3	41363091	41363330	240	*	.	1000	.	69.80743	-1	3.73981	120	Intron (uc003ckv.4/54986, intron 35 of 36)	3	41288090	41319625	31536	2	54986	uc003cku.4	-43466	ULK4
chr3	66471337	66471418	82	*	.	1000	.	69.74292	-1	3.73981	40	Intron (uc010hnz.3/26018, intron 1 of 15)	3	66429221	66456637	27417	2	26018	uc003dmw.3	-14700	LRIG1
chr6	158464596	158464835	240	*	.	1000	.	69.74223	-1	3.73981	120	Intron (uc011efm.2/8871, intron 5 of 11)	6	158480005	158520207	40203	1	8871	uc003qqz.2	-15170	SYNJ2
chr6	21185974	21186213	240	*	.	1000	.	69.71433	-1	3.73981	120	Intron (uc003ndd.2/54901, intron 13 of 15)	6	21065279	21232634	167356	1	54901	uc003ndf.2	120695	CDKAL1
chr10	60048185	60048424	240	*	.	1000	.	69.66085	-1	3.73981	120	3' UTR	10	60042705	60049019	6315	1	55847	uc001jkd.4	5480	CISD1
chr11	63448726	63448965	240	*	.	1000	.	69.6575	-1	3.73981	120	Promoter	11	63448922	63527363	78442	1	10313	uc001nxm.3	0	RTN3
chr16	82644373	82644469	97	*	.	1000	.	69.62758	-1	3.73981	43	Distal Intergenic	16	82660399	83214630	554232	1	1012	uc010chh.3	-15930	CDH13
chr15	47189241	47189480	240	*	.	1000	.	69.58679	-1	3.73981	120	Distal Intergenic	15	47476403	48066420	590018	1	80031	uc001zvw.3	-286923	SEMA6D
chr2	120786624	120786683	60	*	.	1000	.	69.54091	-1	3.73981	5	Intron (uc010flk.3/57669, intron 2 of 16)	2	120770785	120864492	93708	1	57669	uc002tmh.4	15839	EPB41L5
chr18	4119339	4119578	240	*	.	1000	.	69.47011	-1	3.73981	120	Intron (uc002kmf.3/9229, intron 2 of 12)	18	3983116	4248697	265582	2	9229	uc002kmm.3	129119	DLGAP1
chr8	128272664	128272748	85	*	.	1000	.	69.42681	-1	3.73981	32	Distal Intergenic	8	128427857	128429441	1585	1	5462	uc003ysf.3	-155109	POU5F1B
chr10	52903606	52903845	240	*	.	1000	.	69.38563	-1	3.73981	120	Intron (uc010qhp.2/5592, intron 1 of 2)	10	52834234	54058110	1223877	1	5592	uc001jjo.3	69372	PRKG1
chr5	24208992	24209066	75	*	.	1000	.	69.32913	-1	3.73981	39	Distal Intergenic	5	24487209	24645085	157877	2	1008	uc003jgr.2	436019	CDH10
chr16	30692468	30692707	240	*	.	1000	.	69.32562	-1	3.73981	120	Distal Intergenic	16	30675778	30682131	6354	1	64319	uc002dzd.4	16690	FBRS
chr4	132495615	132495729	115	*	.	1000	.	69.20931	-1	3.73981	38	Distal Intergenic	4	134070470	134074404	3935	1	57575	uc003igz.3	-1574741	PCDH10
chr18	3603811	3603881	71	*	.	1000	.	69.15144	-1	3.73981	10	Exon (uc002kmi.3/uc002kmi.3, exon 1 of 2)	18	3594112	3597377	3266	1	649446	uc010wza.3	9699	DLGAP1-AS1
chr10	100486009	100486248	240	*	.	1000	.	69.14526	-1	3.73981	120	Intron (uc001kpn.2/60495, intron 4 of 11)	10	100188903	100206704	17802	2	3257	uc001kpl.3	-279305	HPS1
chr8	116128335	116128574	240	*	.	1000	.	69.09361	-1	3.73981	120	Distal Intergenic	8	116420724	116680234	259511	2	7227	uc011lhy.2	551660	TRPS1
chr1	46043796	46044035	240	*	.	1000	.	69.06886	-1	3.73981	120	Distal Intergenic	1	46049660	46079853	30194	1	4678	uc010olq.2	-5625	NASP
chr5	54018515	54018601	87	*	.	1000	.	69.00793	-1	3.73981	58	Distal Intergenic	5	53813593	53842416	28824	1	112574	uc003jpi.4	204922	SNX18
chr2	9218201	9218279	79	*	.	1000	.	68.91768	-1	3.73981	3	Distal Intergenic	2	9000743	9143876	143134	2	129642	uc010yix.1	-74325	MBOAT2
chr14	56733529	56733768	240	*	.	1000	.	68.82217	-1	3.73981	120	Intron (uc001xch.3/57161, intron 2 of 5)	14	56585093	56768031	182939	1	57161	uc001xch.3	148436	PELI2
chr10	84464975	84465214	240	*	.	1000	.	68.78572	-1	3.73981	120	Intron (uc001kco.2/10718, intron 2 of 8)	10	84559498	84746935	187438	1	10718	uc001kcr.2	-94284	NRG3
chr11	33178017	33178256	240	*	.	1000	.	68.74268	-1	3.73981	120	Intron (uc001muh.3/1479, intron 1 of 20)	11	33106130	33183037	76908	2	1479	uc001muh.3	4781	CSTF3
chr11	99926040	99926279	240	*	.	1000	.	68.71518	-1	3.73981	120	Intron (uc009ywv.2/53942, intron 9 of 15)	11	100061858	100229616	167759	1	53942	uc010ruk.2	-135579	CNTN5
chr3	15655068	15655172	105	*	.	1000	.	68.6693	-1	3.73981	70	Intron (uc011avv.2/686, intron 1 of 3)	3	15643476	15687325	43850	1	686	uc011avx.2	11592	BTD
chr6	101650858	101650944	87	*	.	1000	.	68.54942	-1	3.73981	51	Distal Intergenic	6	101846669	102193018	346350	1	2898	uc021zdj.1	-195725	GRIK2
chr19	53782895	53782957	63	*	.	1000	.	68.34862	-1	3.73981	32	Distal Intergenic	19	53785543	53787602	2060	1	646508	uc031rmv.1	-2586	FAM90A27P
chr8	135519166	135519405	240	*	.	1000	.	68.27388	-1	3.73981	120	Intron (uc011ljj.2/57623, intron 5 of 5)	8	135490031	135577914	87884	2	57623	uc011ljj.2	58509	ZFAT
chr3	1131258	1131497	240	*	.	1000	.	68.10078	-1	3.73981	120	Distal Intergenic	3	1134620	1340053	205434	1	27255	uc010hbo.2	-3123	CNTN6
chr6	145532478	145532539	62	*	.	1000	.	68.05631	-1	3.73981	49	Distal Intergenic	6	145946440	145992467	46028	2	7957	uc003qku.3	459928	EPM2A
chr7	150402046	150402125	80	*	.	1000	.	68.00552	-1	3.73981	50	Distal Intergenic	7	150413645	150440737	27093	1	100527949	uc022apw.1	-11520	GIMAP5
chr5	162274754	162274993	240	*	.	1000	.	67.97649	-1	3.73981	120	Distal Intergenic	5	162864577	162870931	6355	1	900	uc011dek.1	-589584	CCNG1
chr8	127043729	127043968	240	*	.	1000	.	67.87644	-1	3.73981	120	Distal Intergenic	8	126953376	126963441	10066	2	100130231	uc003yry.3	-80288	LINC00861
chr10	65273139	65273378	240	*	.	975	.	67.87194	-1	3.73981	120	Distal Intergenic	10	65281123	65359067	77945	1	221035	uc009xpl.2	-7745	REEP3
chr6	111478892	111479131	240	*	.	1000	.	67.86763	-1	3.73981	120	Intron (uc003pur.4/117247, intron 1 of 2)	6	111498415	111544606	46192	1	117247	uc003put.3	-19284	SLC16A10
chr16	6342049	6342288	240	*	.	1000	.	67.85213	-1	3.73981	120	Intron (uc002cyr.1/54715, intron 1 of 11)	16	6533474	7759783	1226310	1	54715	uc010uya.1	-191186	RBFOX1
chr7	144534676	144534915	240	*	.	1000	.	67.83221	-1	3.73981	120	Distal Intergenic	7	144149034	144533146	384113	2	27010	uc003wes.3	-1530	TPK1
chr13	47816883	47817122	240	*	.	1000	.	67.74729	-1	3.73981	120	Distal Intergenic	13	47405677	47471211	65535	2	3356	uc010acr.4	-345672	HTR2A
chr2	223618376	223618615	240	*	.	1000	.	67.7267	-1	3.73981	120	Distal Intergenic	2	223553049	223574649	21601	1	116255	uc010fwt.1	65327	MOGAT1
chr6	134675199	134675438	240	*	.	1000	.	67.70449	-1	3.73981	120	Distal Intergenic	6	134580931	134639196	58266	2	6446	uc003qep.3	-36003	SGK1
chr8	100375633	100375872	240	*	.	1000	.	67.64621	-1	3.73981	120	Intron (uc003yiu.1/157680, intron 19 of 28)	8	100548864	100548958	95	2	693184	uc022azd.1	173086	MIR599
chr21	15445326	15445565	240	*	.	1000	.	67.52422	-1	3.73981	120	Intron (uc002yjk.3/uc002yjk.3, intron 1 of 2)	21	15349068	15352765	3698	2	391267	uc002yjj.4	-92561	ANKRD20A11P
chr4	5912841	5913080	240	*	.	1000	.	67.3972	-1	3.73981	120	Intron (uc003git.2/uc003git.2, intron 7 of 7)	4	5925002	5925055	54	2	100616201	uc021xky.1	11975	MIR378D1
chr2	80008209	80008448	240	*	.	1000	.	67.39507	-1	3.73981	120	Intron (uc010yse.2/1496, intron 7 of 21)	2	79878678	80875988	997311	1	1496	uc010ysh.2	129531	CTNNA2
chr3	33577682	33577921	240	*	.	1000	.	67.21567	-1	3.73981	120	Intron (uc003cfs.3/23122, intron 10 of 15)	3	33537739	33617767	80029	2	23122	uc003cfs.3	39846	CLASP2
chr5	45205513	45205752	240	*	.	1000	.	67.1509	-1	3.73981	120	Distal Intergenic	5	44809945	44811256	1312	1	10884	uc003joi.1	395568	MRPS30
chr3	60669680	60669919	240	*	.	1000	.	66.99996	-1	3.73981	120	Intron (uc003dkx.4/2272, intron 4 of 9)	3	59735036	61237133	1502098	2	2272	uc003dkx.4	567214	FHIT
chr11	92311709	92311948	240	*	.	1000	.	66.96262	-1	3.73981	120	Intron (uc001pdj.4/120114, intron 2 of 24)	11	92085262	92629635	544374	1	120114	uc001pdj.4	226447	FAT3
chr4	44056974	44057213	240	*	.	1000	.	66.93	-1	3.73981	120	Distal Intergenic	4	44175920	44450824	274905	2	386617	uc003gwu.3	393611	KCTD8
chr6	168695748	168695987	240	*	.	1000	.	66.92301	-1	3.73981	120	Distal Intergenic	6	168707584	168720402	12819	2	168002	uc003qwq.3	24415	DACT2
chr6	157552368	157552607	240	*	.	1000	.	66.88364	-1	3.73981	120	Distal Intergenic	6	157710054	157745253	35200	2	729515	uc003sih.4	192646	TMEM242
chrX	2182607	2182846	240	*	.	1000	.	66.83546	-1	3.73981	120	Intron (uc004cqf.4/207063, intron 5 of 6)	23	2404455	2418580	14126	2	9189	uc004cqh.2	235734	ZBED1
chr13	22369923	22370162	240	*	.	1000	.	66.75893	-1	3.73981	120	Distal Intergenic	13	22446935	22452299	5365	2	100874182	uc031qkr.1	82137	LINC00424
chr11	11065389	11065628	240	*	.	1000	.	66.74257	-1	3.73981	120	Distal Intergenic	11	10879810	10900823	21014	1	729013	uc001mjm.2	185579	ZBED5-AS1
chr21	37593127	37593193	67	*	.	1000	.	66.65655	-1	3.73981	58	Intron (uc002yvg.3/9980, intron 10 of 36)	21	37617346	37634210	16865	1	9980	uc002yvh.3	-24153	DOPEY2
chr12	69466898	69467137	240	*	.	1000	.	66.59819	-1	3.73981	120	Distal Intergenic	12	69244956	69357020	112065	2	1368	uc001sur.3	-109878	CPM
chr10	19119231	19119470	240	*	.	1000	.	66.54221	-1	3.73981	120	Distal Intergenic	10	18948313	18966940	18628	1	221079	uc001iqd.1	170918	ARL5B
chr9	86187154	86187393	240	*	.	1000	.	66.54037	-1	3.73981	120	Distal Intergenic	9	85859539	86153348	293810	2	257019	uc004ams.2	-33806	FRMD3
chr7	83685005	83685244	240	*	.	1000	.	66.5297	-1	3.73981	120	Intron (uc003uhz.3/10371, intron 5 of 16)	7	83587659	83824217	236559	2	10371	uc003uhz.3	138973	SEMA3A
chr3	150806461	150806700	240	*	.	1000	.	66.37063	-1	3.73981	120	Intron (uc003eym.1/116931, intron 2 of 6)	3	150804585	151154465	349881	1	116931	uc011bnz.2	1876	MED12L
chr13	99661813	99662052	240	*	.	1000	.	66.31337	-1	3.73981	120	Intron (uc001vnt.2/23348, intron 1 of 55)	13	99461549	99667973	206425	2	23348	uc001vnv.1	5921	DOCK9
chr6	155894858	155895097	240	*	.	1000	.	66.30555	-1	3.73981	120	Distal Intergenic	6	155716502	155777037	60536	2	50508	uc003qqm.3	-117821	NOX3
chr2	144567993	144568097	105	*	.	1000	.	66.2943	-1	3.73981	62	Distal Intergenic	2	144193163	144525921	332759	1	55843	uc002tvn.3	374830	ARHGAP15
chr20	44272376	44272615	240	*	.	1000	.	66.29129	-1	3.73981	120	Distal Intergenic	20	44236578	44259907	23330	2	259240	uc002xoy.3	-12469	WFDC9
chr1	102776136	102776375	240	*	.	1000	.	66.21559	-1	3.73981	120	Distal Intergenic	1	102268127	102462790	194664	2	118427	uc001duj.2	-313346	OLFM3
chr20	15976461	15976700	240	*	.	1000	.	66.19216	-1	3.73981	120	Intron (uc002wot.3/140733, intron 15 of 16)	20	15966433	16030707	64275	1	140733	uc002wpd.3	10028	MACROD2
chr17	41705255	41705494	240	*	.	1000	.	66.18396	-1	3.73981	120	Distal Intergenic	17	41717758	41738931	21174	2	4222	uc002idz.3	33437	MEOX1
chr13	106796426	106796542	117	*	.	1000	.	66.12517	-1	3.73981	47	Distal Intergenic	13	107028911	107030142	1232	1	728192	uc001vqg.3	-232369	LINC00460
chr4	186345256	186345495	240	*	.	1000	.	66.08424	-1	3.73981	120	Intron (uc003ixo.2/55325, intron 1 of 11)	4	186320694	186347139	26446	2	55325	uc003ixo.2	1644	UFSP2
chr2	209519433	209519672	240	*	.	1000	.	66.03888	-1	3.73981	120	Intron (uc010fuo.1/5746, intron 3 of 6)	2	209353737	209704818	351082	1	5746	uc010fuo.1	165696	PTH2R
chr16	6176484	6176565	82	*	.	1000	.	65.99717	-1	3.73981	58	Intron (uc002cyr.1/54715, intron 1 of 11)	16	6069704	7759783	1690080	1	54715	uc010uxz.1	106780	RBFOX1
chr4	189186093	189186332	240	*	.	1000	.	65.98629	-1	3.73981	120	Distal Intergenic	4	189064797	189068649	3853	1	339976	uc003izn.1	121296	TRIML1
chr16	71387101	71387340	240	*	.	1000	.	65.98136	-1	3.73981	120	Distal Intergenic	16	71392616	71424342	31727	1	794	uc002faa.4	-5276	CALB2
chr16	51359234	51359473	240	*	.	1000	.	65.82473	-1	3.73981	120	Distal Intergenic	16	51171023	51185183	14161	2	6299	uc021tif.1	-174051	SALL1
chr4	37607114	37607353	240	*	.	1000	.	65.77739	-1	3.73981	120	Intron (uc003gsz.2/768211, intron 6 of 6)	4	37585855	37595132	9278	1	55286	uc003gsy.4	21259	C4orf19
